planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass
Kepler-491 b;1;4.22538451;0.052400;9.160;89.950;0.000000;369.43;;1118;5649.00;1.05;1.07
Kepler-491 b;1;4.22538411;;;;;;;;5501.00;1.03;0.96
Kepler-491 b;1;4.22538451;;8.920;;;;;;5582.00;1.03;1.04
Kepler-491 b;1;4.22534983;;8.889;;;342.30;;1097;5501.00;1.03;
Kepler-491 b;1;4.22538451;0.052400;9.160;89.950;0.000000;369.43;;1118;5649.00;1.05;1.07
Kepler-491 b;1;4.22538454;;;;;;;;5501.00;1.03;0.96
Kepler-491 b;1;4.22538454;0.051600;9.000;89.660;0.000000;360.46;;1111;5574.00;1.05;1.02
Kepler-491 b;1;4.22538451;0.051910;8.547;;;300.10;;;5522.00;0.98;1.04
Kepler-491 b;1;4.22538451;0.052400;9.160;89.950;0.000000;369.43;;1118;5649.00;1.05;1.07
Kepler-491 b;1;;;8.523;;;312.51;;;5522.00;1.00;
Kepler-493 b;1;3.00387658;;15.130;;;;;;6457.00;1.54;1.36
Kepler-493 b;1;3.00387639;;;;;;;;6052.00;1.51;1.13
Kepler-493 b;1;;;12.885;;;1414.33;;;6326.00;1.38;
Kepler-493 b;1;3.00387658;0.043900;11.420;89.380;0.000000;995.65;;1433;6299.00;1.17;1.25
Kepler-493 b;1;3.00387520;0.042000;11.300;76.780;0.000000;;;1346;6215.00;1.01;1.10
Kepler-493 b;1;3.00387658;0.043900;11.420;89.380;0.000000;995.65;;1433;6299.00;1.17;1.25
Kepler-493 b;1;3.00387955;;;;;;;;6052.00;1.51;1.13
Kepler-493 b;1;3.00390101;;16.721;;;1512.65;;1591;6052.00;1.51;
Kepler-493 b;1;3.00387658;0.043900;11.420;89.380;0.000000;995.65;;1433;6299.00;1.17;1.25
Kepler-493 b;1;3.00387955;0.043900;10.960;87.330;0.000000;1011.87;;1438;6311.00;1.17;1.25
Kepler-495 b;1;3.41303622;0.040600;4.550;89.950;0.000000;223.72;;986;5332.00;0.71;0.77
Kepler-495 b;1;3.41303622;0.040600;4.550;89.950;0.000000;223.72;;986;5332.00;0.71;0.77
Kepler-495 b;1;3.41303622;;5.230;;;;;;5346.00;0.83;0.86
Kepler-495 b;1;3.41303635;;;;;;;;5410.00;0.87;0.94
Kepler-495 b;1;3.41303585;;;;;;;;5410.00;0.87;0.94
Kepler-495 b;1;3.41303635;0.042700;6.620;89.750;0.000000;490.24;;1200;5392.00;1.09;0.89
Kepler-495 b;1;3.41303510;0.042000;4.800;87.090;0.000000;;;1011;5379.00;0.76;0.86
Kepler-495 b;1;3.41307809;;5.501;;;304.41;;1065;5410.00;0.87;
Kepler-495 b;1;3.41303209;;;;;;;;5410.00;0.87;0.94
Kepler-495 b;1;3.41303622;0.040600;4.550;89.950;0.000000;223.72;;986;5332.00;0.71;0.77
Kepler-495 b;1;;;5.286;;;310.02;;;5378.00;0.87;
Kepler-495 c;1;5.89686000;0.061000;740;89.950;0.000000;;;839;5379.00;0.76;0.86
Kepler-495 c;1;5.89660978;;1.219;;;;;;5392.00;1.09;0.89
Kepler-495 c;1;5.89661090;0.058400;800;89.380;0.000000;108.13;;822;5332.00;0.71;0.77
Kepler-495 c;1;5.89661090;0.058400;800;89.380;0.000000;108.13;;822;5332.00;0.71;0.77
Kepler-495 c;1;5.89661966;0.061400;1.280;89.840;0.000000;237.10;;1000;5392.00;1.09;0.89
Kepler-495 c;1;5.89661090;0.058400;800;89.380;0.000000;108.13;;822;5332.00;0.71;0.77
Kepler-495 c;1;5.89661966;;;;;;;;5410.00;0.87;0.94
Kepler-496 b;1;8.30864937;0.073200;1.970;89.950;0.000000;56.78;;700;5188.00;0.69;0.76
Kepler-496 b;1;8.30848500;0.075000;2.330;86.520;0.000000;;;721;5240.00;0.73;0.83
Kepler-496 b;1;8.30866735;;;;;;;;5166.12;0.77;0.87
Kepler-496 b;1;8.30865307;0.074700;2.420;88.990;0.000000;73.53;;747;5022.00;0.85;0.80
Kepler-496 b;1;8.30865307;;;;;;;;5166.12;0.77;0.87
Kepler-496 b;1;8.30864937;0.073200;1.970;89.950;0.000000;56.78;;700;5188.00;0.69;0.76
Kepler-496 b;1;8.30864937;0.073200;1.970;89.950;0.000000;56.78;;700;5188.00;0.69;0.76
Kepler-496 b;1;8.30870362;;;;;;;;5166.12;0.77;0.87
Kepler-496 b;1;8.30864937;;2.320;;;;;;5293.00;0.82;0.86
Kepler-496 b;1;;;2.249;;;62.93;;;5002.00;0.79;
Kepler-497 b;1;3.57320367;;6.040;;;;;;5834.00;1.11;1.09
Kepler-497 b;1;3.57320367;0.045700;5.950;89.380;0.000000;507.91;;1211;5646.00;1.08;1.00
Kepler-497 b;1;3.57321000;0.043000;5.200;88.240;0.000000;;;1163;5530.00;0.98;0.84
Kepler-497 b;1;3.57320280;;;;;;;;;;
Kepler-497 b;1;3.57320359;;;;;;;;;;
Kepler-497 b;1;;;8.653;;;1129.27;;;5644.00;1.61;
Kepler-497 b;1;3.57320367;0.045700;5.950;89.380;0.000000;507.91;;1211;5646.00;1.08;1.00
Kepler-497 b;1;3.57320367;0.045700;5.950;89.380;0.000000;507.91;;1211;5646.00;1.08;1.00
Kepler-497 b;1;3.57320280;0.045700;5.810;89.690;0.000000;507.91;;1210;5646.00;1.08;1.00
Kepler-498 b;1;9.61375356;;3.030;;;;;;5744.00;0.96;0.98
Kepler-498 b;1;9.61375865;;;;;;;;5629.15;1.28;1.00
Kepler-498 b;1;;;3.487;;;202.78;;;5997.00;1.19;
Kepler-498 b;1;9.61375316;0.089700;3.270;87.370;0.000000;177.26;;931;5997.00;1.11;1.04
Kepler-498 b;1;9.61371600;0.088000;3.000;89.950;0.000000;;;923;5945.00;1.09;0.98
Kepler-498 b;1;9.61375356;0.089700;3.460;85.940;0.000000;177.26;;931;5997.00;1.11;1.04
Kepler-498 b;1;9.61375356;0.089700;3.460;85.940;0.000000;177.26;;931;5997.00;1.11;1.04
Kepler-498 b;1;9.61374946;;;;;;;;5629.15;1.28;1.00
Kepler-498 b;1;9.61375316;;;;;;;;5629.15;1.28;1.00
Kepler-498 b;1;9.61375356;0.089700;3.460;85.940;0.000000;177.26;;931;5997.00;1.11;1.04
Kepler-499 b;1;;;2.264;;;148.46;;;5216.00;0.89;
Kepler-499 b;1;5.63252719;;;;;;;;5099.00;0.93;0.86
Kepler-499 b;1;5.63252845;0.059800;2.100;88.240;0.000000;118.31;;841;5210.00;0.80;0.90
Kepler-499 b;1;5.63252845;0.059800;2.100;88.240;0.000000;118.31;;841;5210.00;0.80;0.90
Kepler-499 b;1;5.63253172;;;;;;;;5099.00;0.93;0.86
Kepler-499 b;1;5.63252508;;;;;;;;5099.00;0.93;0.86
Kepler-499 b;1;5.63256600;0.058000;1.910;87.660;0.000000;;;788;5126.00;0.70;0.80
Kepler-499 b;1;5.63252845;;2.170;;;;;;5312.00;0.83;0.87
Kepler-499 b;1;5.63252845;0.059800;2.100;88.240;0.000000;118.31;;841;5210.00;0.80;0.90
Kepler-499 b;1;5.63252508;0.059800;2.040;88.580;0.000000;119.75;;844;5216.00;0.80;0.90
Kepler-5 b;1;3.54846540;;15.450;;;;;;6343.00;1.77;1.36
Kepler-5 b;1;3.54846250;0.050710;16.040;86.300;0.043000;;228.700;;6297.00;1.79;1.37
Kepler-5 b;1;3.54846566;0.052000;17.400;89.950;0.000000;;;1733;6297.00;2.02;1.45
Kepler-5 b;1;3.54846589;;;;;;;;6295.00;1.78;1.23
Kepler-5 b;1;3.54846540;0.049820;15.233;;;1759.10;;;6332.00;1.74;1.31
Kepler-5 b;1;3.54846550;;;;;;;;6295.00;1.78;1.23
Kepler-5 b;1;3.54846545;0.050000;14.920;89.330;0.000000;1708.28;;1640;6290.00;1.75;1.32
Kepler-5 b;1;3.54846566;;;89.100;;;;;6297.00;1.79;1.37
Kepler-5 b;1;3.54846000;0.050640;16.040;86.300;0.024000;;227.500;1868;6297.00;1.79;1.37
Kepler-5 b;1;3.54846540;0.050000;15.280;89.950;0.000000;1708.28;;1640;6290.00;1.75;1.32
Kepler-5 b;1;3.54846570;0.053800;15.984;89.140;;;227.500;1750;6297.00;1.79;1.37
Kepler-5 b;1;3.54846545;;;;;;;;6295.00;1.78;1.23
Kepler-5 b;1;3.54846540;0.050000;15.280;89.950;0.000000;1708.28;;1640;6290.00;1.75;1.32
Kepler-5 b;1;3.54844807;;15.217;;;1875.01;;1678;6295.00;1.78;
Kepler-5 b;1;3.54846540;0.050000;15.280;89.950;0.000000;1708.28;;1640;6290.00;1.75;1.32
Kepler-5 b;1;3.54846900;0.049670;13.563;87.100;;;227.500;1692;6297.00;1.54;1.30
Kepler-5 b;1;;;15.189;;;1822.76;;;6332.00;1.78;
Kepler-50 b;1;7.81285840;0.080826;1.542;;0.000000;;29;;;;1.15
Kepler-50 b;1;7.81251240;;2.200;;;;;;6058.00;1.88;1.23
Kepler-50 b;1;7.81285840;0.083200;1.540;88.810;0.000000;487.11;;1198;6225.00;1.58;1.26
Kepler-50 b;1;;;1.733;;;494.70;;;6162.00;1.60;
Kepler-50 b;1;7.81283150;;;;;;;;6173.00;1.62;1.18
Kepler-50 b;1;7.81285862;0.081700;1.680;89.880;0.000000;483.06;;1196;6237.00;1.54;1.19
Kepler-50 b;1;7.81285840;;1.560;;;;;;6280.00;1.59;1.28
Kepler-50 b;1;7.81251200;0.082000;2.200;82.510;0.000000;;;1278;6058.00;1.88;1.22
Kepler-50 b;1;7.81285840;0.080890;1.542;;;498.50;;;6162.00;1.59;1.15
Kepler-50 b;1;7.81254000;0.077000;1.710;;;;;;6225.00;1.58;1.24
Kepler-50 b;1;7.81285862;;;;;;;;6173.00;1.62;1.18
Kepler-50 b;1;7.81285840;0.083200;1.540;88.810;0.000000;487.11;;1198;6225.00;1.58;1.26
Kepler-50 b;1;7.81285840;0.083200;1.540;88.810;0.000000;487.11;;1198;6225.00;1.58;1.26
Kepler-50 c;1;9.37664325;;1.910;;;;;;6280.00;1.59;1.28
Kepler-50 c;1;9.37664325;0.091310;1.825;;;391.20;;;6162.00;1.59;1.15
Kepler-50 c;1;9.37664325;0.094000;1.820;88.810;0.000000;381.61;;1127;6225.00;1.58;1.26
Kepler-50 c;1;9.37647000;0.087000;2.170;;;;;;6225.00;1.58;1.24
Kepler-50 c;1;9.37664325;0.094000;1.820;88.810;0.000000;381.61;;1127;6225.00;1.58;1.26
Kepler-50 c;1;9.37663713;;;;;;;;6173.00;1.62;1.18
Kepler-50 c;1;9.37663713;0.092200;1.890;87.600;0.000000;379.30;;1125;6237.00;1.54;1.19
Kepler-50 c;1;9.37613700;0.093000;2.790;82.510;0.000000;;;1200;6058.00;1.88;1.22
Kepler-50 c;1;9.37663871;;;;;;;;6173.00;1.62;1.18
Kepler-50 c;1;;;1.951;;;388.44;;;6162.00;1.60;
Kepler-50 c;1;9.37664325;0.094000;1.820;88.810;0.000000;381.61;;1127;6225.00;1.58;1.26
Kepler-50 c;1;9.37664325;0.091280;1.825;;0.000000;;2.810;;;;1.15
Kepler-50 c;1;9.37613680;;2.790;;;;;;6058.00;1.88;1.23
Kepler-500 b;1;8.50832440;0.084600;2.570;89.950;0.000000;159.10;;906;5934.00;1.01;1.12
Kepler-500 b;1;8.50832440;0.084600;2.570;89.950;0.000000;159.10;;906;5934.00;1.01;1.12
Kepler-500 b;1;8.50832440;;2.580;;;;;;5813.00;1.03;1.02
Kepler-500 b;1;8.50832440;0.084600;2.570;89.950;0.000000;159.10;;906;5934.00;1.01;1.12
Kepler-500 b;1;8.50840351;;;;;;;;5674.12;1.18;1.01
Kepler-500 b;1;8.50833310;0.080600;2.600;89.990;0.000000;161.66;;909;5767.00;1.03;0.96
Kepler-500 b;1;8.50832440;0.083610;2.839;;;175.20;;;5748.00;1.12;1.08
Kepler-500 b;1;;;2.855;;;193.68;;;5748.00;1.13;
Kepler-500 b;1;8.50831464;;;;;;;;5674.12;1.18;1.01
Kepler-500 b;1;8.50835500;0.081000;2.400;87.090;0.000000;;;851;5829.00;0.89;0.98
Kepler-500 b;1;8.50833310;;;;;;;;5674.12;1.18;1.01
Kepler-501 b;1;5.64067540;;;;;;;;6115.00;1.14;1.15
Kepler-501 b;1;5.64067757;0.063200;4.110;86.520;0.000000;327.41;;1085;6217.00;0.99;1.06
Kepler-501 b;1;;;4.241;;;324.86;;;5796.00;1.12;
Kepler-501 b;1;5.64067757;;4.300;;;;;;5904.00;1.04;1.03
Kepler-501 b;1;5.64067757;0.063200;4.110;86.520;0.000000;327.41;;1085;6217.00;0.99;1.06
Kepler-501 b;1;5.64067697;0.062700;4.590;89.880;0.000000;379.36;;1125;5794.00;1.22;1.03
Kepler-501 b;1;5.64067697;;;;;;;;6115.00;1.14;1.15
Kepler-501 b;1;5.64066200;0.064000;4.000;85.940;0.000000;;;1094;6215.00;1.02;1.11
Kepler-501 b;1;5.64067242;;;;;;;;6115.00;1.14;1.15
Kepler-501 b;1;5.64067757;0.063200;4.110;86.520;0.000000;327.41;;1085;6217.00;0.99;1.06
Kepler-501 c;1;3.62271400;0.048000;1.410;84.220;0.000000;;;1263;6215.00;1.02;1.11
Kepler-501 c;1;3.62269606;0.047100;1.450;88.810;0.000000;589.50;;1257;6217.00;0.99;1.06
Kepler-501 c;1;3.62276006;;1.681;;;;;;5794.00;1.22;1.03
Kepler-501 c;1;3.62269606;0.047100;1.450;88.810;0.000000;589.50;;1257;6217.00;0.99;1.06
Kepler-501 c;1;3.62275506;0.046700;1.620;89.960;0.000000;683.84;;1304;5794.00;1.22;1.03
Kepler-501 c;1;3.62275506;;;;;;;;6115.00;1.14;1.15
Kepler-501 c;1;3.62269606;0.047100;1.450;88.810;0.000000;589.50;;1257;6217.00;0.99;1.06
Kepler-502 b;1;4.28686431;0.053200;4.070;83.650;0.000000;504.73;;1209;6225.00;1.03;1.09
Kepler-502 b;1;4.28685900;0.053000;4.200;79.070;0.000000;;;1202;6215.00;1.02;1.11
Kepler-502 b;1;4.28686431;0.053200;4.070;83.650;0.000000;504.73;;1209;6225.00;1.03;1.09
Kepler-502 b;1;4.28686623;;;;;;;;5981.00;1.39;1.10
Kepler-502 b;1;4.28686059;;;;;;;;5981.00;1.39;1.10
Kepler-502 b;1;4.28686623;0.053500;4.140;81.720;0.000000;517.66;;1217;6228.00;1.05;1.11
Kepler-502 b;1;4.28686431;;4.770;;;;;;6125.00;1.22;1.15
Kepler-502 b;1;4.28686850;;;;;;;;5981.00;1.39;1.10
Kepler-502 b;1;4.28686431;0.053200;4.070;83.650;0.000000;504.73;;1209;6225.00;1.03;1.09
Kepler-502 b;1;;;5.318;;;859.51;;;6236.00;1.35;
Kepler-504 b;2;;;1.767;;;5.99;;;3562.00;0.42;
Kepler-504 b;2;9.54927542;0.064100;1.820;88.240;0.000000;4.55;;372;3514.00;0.37;0.39
Kepler-504 b;2;9.54927542;0.064100;1.820;88.240;0.000000;4.55;;372;3514.00;0.37;0.39
Kepler-504 b;2;9.54927709;;;;;;;;3600.00;0.42;0.41
Kepler-504 b;2;9.54927542;0.064100;1.820;88.240;0.000000;4.55;;372;3514.00;0.37;0.39
Kepler-504 b;2;9.54927709;0.064600;1.570;89.920;0.000000;4.62;;374;3547.00;0.37;0.40
Kepler-504 b;2;9.54927542;;1.590;;;;;;3519.00;0.33;0.33
Kepler-504 b;2;9.54927300;0.070000;1.940;89.950;0.000000;;;445;3804.00;0.49;0.51
Kepler-504 b;2;9.54926977;;;;;;;;3600.00;0.42;0.41
Kepler-504 b;2;9.54927403;;;;;;;;3600.00;0.42;0.41
Kepler-505 b;1;27.52197994;0.144400;2.510;89.950;0.000000;2.26;;313;3770.00;0.51;0.53
Kepler-505 b;1;;;3.114;;;3.64;;;3780.00;0.64;
Kepler-505 b;1;27.52196099;;;;;;;;3861.00;0.65;0.62
Kepler-505 b;1;27.52197994;0.144400;2.510;89.950;0.000000;2.26;;313;3770.00;0.51;0.53
Kepler-505 b;1;27.52197670;;;;;;;;3861.00;0.65;0.62
Kepler-505 b;1;27.52194772;0.144500;2.470;89.610;0.000000;2.28;;314;3780.00;0.51;0.53
Kepler-505 b;1;27.52194772;;;;;;;;3861.00;0.65;0.62
Kepler-505 b;1;27.52197994;;2.600;;;;;;3931.00;0.53;0.55
Kepler-505 b;1;27.52173200;0.146000;2.530;89.950;0.000000;;;339;4057.00;0.52;0.55
Kepler-505 b;1;27.52197994;0.144400;2.510;89.950;0.000000;2.26;;313;3770.00;0.51;0.53
Kepler-506 b;1;6.88341278;0.075000;2.630;89.820;0.000000;321.63;;1080;6139.00;1.19;1.19
Kepler-506 b;1;6.88341485;;;;;;;;6133.77;1.23;1.16
Kepler-506 b;1;6.88340550;0.074900;2.670;89.950;0.000000;329.27;;1086;6184.00;1.19;1.18
Kepler-506 b;1;6.88340550;0.074370;2.684;;;332.90;;;6163.00;1.19;1.16
Kepler-506 b;1;6.88340550;;2.730;;;;;;6236.00;1.19;1.19
Kepler-506 b;1;6.88340300;0.075000;2.610;89.950;0.000000;;;1068;6145.00;1.16;1.18
Kepler-506 b;1;6.88340550;0.074900;2.670;89.950;0.000000;329.27;;1086;6184.00;1.19;1.18
Kepler-506 b;1;;;2.644;;;330.55;;;6163.00;1.20;
Kepler-506 b;1;6.88340270;;2.877;;;87.78;;852;6133.77;1.23;
Kepler-506 b;1;6.88340359;;;;;;;;6133.77;1.23;1.16
Kepler-506 b;1;6.88341278;;;;;;;;6133.77;1.23;1.16
Kepler-506 b;1;6.88340550;0.074900;2.670;89.950;0.000000;329.27;;1086;6184.00;1.19;1.18
Kepler-507 b;1;3.56808331;;;;;;;;6008.00;1.34;1.11
Kepler-507 b;1;3.56809693;0.047500;1.220;88.810;0.000000;774.71;;1345;6036.00;1.21;1.13
Kepler-507 b;1;3.56809961;;;;;;;;6008.00;1.34;1.11
Kepler-507 b;1;3.56809693;0.047500;1.220;88.810;0.000000;774.71;;1345;6036.00;1.21;1.13
Kepler-507 b;1;3.56806500;0.048000;1.290;80.210;0.000000;;;1320;6040.00;1.18;1.16
Kepler-507 b;1;3.56809693;0.047810;1.284;;;848.60;;;6030.00;1.28;1.14
Kepler-507 b;1;;;1.313;;;877.33;;;6030.00;1.29;
Kepler-507 b;1;3.56809693;0.047794;1.284;;0.000000;;2.180;;;;1.14
Kepler-507 b;1;3.56809693;;1.300;;;;;;6113.00;1.32;1.16
Kepler-507 b;1;3.56808669;;;;;;;;6008.00;1.34;1.11
Kepler-507 b;1;3.56809693;0.047500;1.220;88.810;0.000000;774.71;;1345;6036.00;1.21;1.13
Kepler-507 b;1;3.56809961;0.047300;1.360;85.830;0.000000;926.89;;1407;6007.00;1.33;1.11
Kepler-508 b;1;25.30889748;0.182700;2.360;88.240;0.000000;130.61;;862;6283.00;1.77;1.27
Kepler-508 b;1;25.30889748;;1.640;;;;;;6025.00;1.25;1.16
Kepler-508 b;1;25.30889700;0.170000;1.570;87.090;0.000000;;;661;5981.00;1.07;1.03
Kepler-508 b;1;;;1.659;;;60.37;;;6150.00;1.21;
Kepler-508 b;1;25.30889748;0.172740;1.594;;;61.40;;;6150.00;1.19;1.07
Kepler-508 b;1;25.30889748;0.182700;2.360;88.240;0.000000;130.61;;862;6283.00;1.77;1.27
Kepler-508 b;1;25.30893566;0.176300;1.770;87.810;0.000000;60.20;;710;5949.00;1.29;1.14
Kepler-508 b;1;25.30894683;;;;;;;;6203.12;1.21;1.19
Kepler-508 b;1;25.30889748;0.182700;2.360;88.240;0.000000;130.61;;862;6283.00;1.77;1.27
Kepler-508 b;1;25.30893566;;;;;;;;6203.12;1.21;1.19
Kepler-509 b;1;41.74598855;;;;;;;;5971.55;1.22;1.10
Kepler-509 b;1;41.74598855;0.238400;2.400;89.960;0.000000;27.58;;584;5978.00;1.17;1.03
Kepler-509 b;1;41.74607240;;;;;;;;5971.55;1.22;1.10
Kepler-509 b;1;41.74600392;;2.490;;;;;;6060.00;1.20;1.10
Kepler-509 b;1;41.74600392;0.241200;2.420;89.950;0.000000;27.66;;585;5982.00;1.19;1.08
Kepler-509 b;1;;;2.453;;;28.48;;;5952.00;1.20;
Kepler-509 b;1;41.74600392;0.241200;2.420;89.950;0.000000;27.66;;585;5982.00;1.19;1.08
Kepler-509 b;1;41.74591000;0.242000;2.500;89.380;0.000000;;;592;6194.00;1.14;1.08
Kepler-509 b;1;41.74600392;0.241200;2.420;89.950;0.000000;27.66;;585;5982.00;1.19;1.08
Kepler-509 b;1;41.74601840;;;;;;;;5971.55;1.22;1.10
Kepler-509 b;1;41.74600392;0.237020;2.432;;;28.40;;;5952.00;1.19;1.02
Kepler-51 b;1;45.15530074;;8.510;;;;;;5921.00;1.05;1.05
Kepler-51 b;1;45.15500000;;8.600;;;;;;;;1.10
Kepler-51 b;1;45.15550230;;7.050;;;;;;5803.00;0.91;1.00
Kepler-51 b;1;45.15405000;;6.830;;0.026000;;;;5674.00;0.87;0.96
Kepler-51 b;1;45.15530074;0.252800;7.880;89.950;0.000000;17.68;;523;6046.00;0.97;1.05
Kepler-51 b;1;45.15530074;0.252800;7.880;89.950;0.000000;17.68;;523;6046.00;0.97;1.05
Kepler-51 b;1;;;6.560;;;10.12;;;5674.00;0.83;
Kepler-51 b;1;45.15535633;;;;;;;;5770.00;0.85;1.03
Kepler-51 b;1;45.15535633;0.252800;7.650;89.940;0.000000;17.68;;523;6046.00;0.97;1.05
Kepler-51 b;1;45.15530956;;;;;;;;5770.00;0.85;1.03
Kepler-51 b;1;45.15400000;0.251400;7.100;;0.040000;;;543;6018.00;0.94;1.04
Kepler-51 b;1;45.15529288;;;;;;;;5770.00;0.85;1.03
Kepler-51 b;1;45.15550300;0.252000;7.300;89.950;0.000000;;;514;6018.00;0.94;1.04
Kepler-51 b;1;45.15530074;0.242280;6.657;;;10.70;;;5674.00;0.82;0.93
Kepler-51 b;1;45.15420000;;6.890;89.780;0.030000;;;;5670.00;0.88;0.98
Kepler-51 b;1;45.15600000;;;;;;;;;0.97;1.05
Kepler-51 b;1;45.15530074;0.252800;7.880;89.950;0.000000;17.68;;523;6046.00;0.97;1.05
Kepler-51 b;1;45.15396000;;6.830;;0.016200;;;;5674.00;0.87;0.96
Kepler-51 c;1;;;5.440;;;4.33;;;5674.00;0.83;
Kepler-51 c;1;85.31300000;;9.310;;;;;;;0.97;1.05
Kepler-51 c;1;85.31620040;;;;;;;;5770.00;0.85;1.03
Kepler-51 c;1;85.31287000;0.385000;5.900;89.380;0.000000;;;415;6018.00;0.94;1.04
Kepler-51 c;1;85.31620040;0.386400;6.340;89.440;0.000000;7.57;;423;6046.00;0.97;1.05
Kepler-51 c;1;85.31200000;0.384000;9.000;;0.014000;;;439;6018.00;0.94;1.04
Kepler-51 c;1;85.31657760;0.370240;5.029;;;4.60;;;5674.00;0.82;0.93
Kepler-51 c;1;85.31600000;;6.400;;;;;;;;1.10
Kepler-51 c;1;85.31390000;;8.980;;0.010000;;;;5670.00;0.88;0.98
Kepler-51 c;1;85.31657760;0.386400;6.100;89.380;0.000000;7.57;;423;6046.00;0.97;1.05
Kepler-51 c;1;85.31286620;;5.710;;;;;;5803.00;0.91;1.00
Kepler-51 c;1;85.31657760;0.386400;6.100;89.380;0.000000;7.57;;423;6046.00;0.97;1.05
Kepler-51 c;1;85.31657760;;6.750;;;;;;5921.00;1.05;1.05
Kepler-51 c;1;85.31657760;0.386400;6.100;89.380;0.000000;7.57;;423;6046.00;0.97;1.05
Kepler-51 c;1;85.31470000;;6.400;;0.009300;;;;5674.00;0.87;0.96
Kepler-51 c;1;85.31390000;;6.400;;0.063000;;;;5674.00;0.87;0.96
Kepler-51 c;1;85.31664436;;;;;;;;5770.00;0.85;1.03
Kepler-51 d;1;130.18200000;;9.320;;0.048000;;;;5674.00;0.87;0.96
Kepler-51 d;1;130.18310000;0.510000;10.000;89.950;0.000000;;;361;6018.00;0.94;1.04
Kepler-51 d;1;130.18580000;;9.320;;0.006100;;;;5674.00;0.87;0.96
Kepler-51 d;1;130.17746603;0.512100;10.740;89.950;0.000000;4.31;;367;6046.00;0.97;1.05
Kepler-51 d;1;130.18450000;;9.460;89.910;0.010000;;;;5670.00;0.88;0.98
Kepler-51 d;1;130.17746603;0.490680;9.071;;;2.60;;;5674.00;0.82;0.93
Kepler-51 d;1;130.17746603;0.512100;10.740;89.950;0.000000;4.31;;367;6046.00;0.97;1.05
Kepler-51 d;1;;;8.954;;;2.47;;;5674.00;0.83;
Kepler-51 d;1;130.17814386;;;;;;;;5770.00;0.85;1.03
Kepler-51 d;1;130.18000000;;11.800;;;;;;;;1.10
Kepler-51 d;1;130.18300000;;;;;;;;;0.97;1.05
Kepler-51 d;1;130.19400000;0.509000;9.700;;0.008000;;;381;6018.00;0.94;1.04
Kepler-51 d;1;130.17746603;0.512100;10.740;89.950;0.000000;4.31;;367;6046.00;0.97;1.05
Kepler-51 d;1;130.17802962;;;;;;;;5770.00;0.85;1.03
Kepler-51 d;1;130.17746603;;11.670;;;;;;5921.00;1.05;1.05
Kepler-51 d;1;130.17662541;;;;;;;;5770.00;0.85;1.03
Kepler-51 d;1;130.17802962;0.512100;10.440;89.990;0.000000;4.31;;367;6046.00;0.97;1.05
Kepler-51 e;1;256.86000000;;;;0.080000;;;;5674.00;0.87;0.96
Kepler-51 e;1;264.28400000;;;;0.020000;;;;5674.00;0.87;0.96
Kepler-510 b;1;19.55659418;0.137100;2.530;87.660;0.000000;94.03;;794;5622.00;1.41;0.88
Kepler-510 b;1;19.55659418;;2.470;;;;;;5746.00;1.41;0.91
Kepler-510 b;1;19.55663000;0.153000;3.900;87.090;0.000000;;;995;6090.00;2.10;1.24
Kepler-510 b;1;19.55662003;;;;;;;;5641.07;1.54;1.00
Kepler-510 b;1;19.55653439;;;;;;;;5641.07;1.54;1.00
Kepler-510 b;1;19.55662003;0.134000;2.450;87.700;0.000000;95.35;;797;5671.00;1.36;0.84
Kepler-510 b;1;19.55659418;0.135200;2.617;;;109.70;;;5700.00;1.46;0.86
Kepler-510 b;1;19.55659418;0.135146;2.617;;0.000000;;;;;;0.86
Kepler-510 b;1;19.55659418;0.137100;2.530;87.660;0.000000;94.03;;794;5622.00;1.41;0.88
Kepler-510 b;1;19.55659485;;;;;;;;5641.07;1.54;1.00
Kepler-510 b;1;;;2.651;;;114.39;;;5700.00;1.47;
Kepler-510 b;1;19.55659418;0.137100;2.530;87.660;0.000000;94.03;;794;5622.00;1.41;0.88
Kepler-511 b;1;296.63786500;0.904500;7.180;89.950;0.000000;2.53;;322;5951.00;1.36;1.12
Kepler-511 b;1;296.63710000;0.854000;5.040;89.950;0.000000;;;270;5812.00;0.95;0.94
Kepler-511 b;1;296.63786500;0.904500;7.180;89.950;0.000000;2.53;;322;5951.00;1.36;1.12
Kepler-511 b;1;296.63730555;;;;;;;;6023.54;1.63;1.12
Kepler-511 b;1;296.63786500;;6.350;;;;;;5770.00;1.20;1.00
Kepler-511 b;1;;;9.210;;;4.21;;;5837.00;1.73;
Kepler-511 b;1;296.63758170;0.858900;7.560;89.810;0.000000;2.88;;332;5866.00;1.42;0.96
Kepler-511 b;1;296.63786500;0.904500;7.180;89.950;0.000000;2.53;;322;5951.00;1.36;1.12
Kepler-511 b;1;296.63758170;;;;;;;;6023.54;1.63;1.12
Kepler-511 b;1;296.63786500;0.856720;8.985;;;4.10;;;5837.00;1.70;0.95
Kepler-511 c;1;26.62946276;0.181300;2.940;89.950;0.000000;62.88;;718;5951.00;1.36;1.12
Kepler-511 c;1;26.62941953;0.172200;3.130;89.970;0.000000;71.75;;742;5866.00;1.42;0.96
Kepler-511 c;1;26.62943950;;;;;;;;6023.54;1.63;1.12
